18,67
14,7
17,54
8,1
9,1
10,2
12,3
17,62
12,4
2,0
15,24
17,68
11,3
6,1
17,71
17,73
4,0
11,4
18,140
4,1
17,79
17,80
7,0
12,7
3,0
6,0
8,1
7,1
2,0
4,0
12,7
16,54
17,97
16,53
15,33
6,1
14,21
6,0
9,2
11,5
5,1
16,61
18,215
15,39
1,0
8,1
9,2
2,0
15,44
17,122
17,123
1,0
14,27
1,0
15,45
9,2
1,0
13,16
9,3
5,0
17,134
8,2
2,0
3,0
2,0
6,1
9,3
13,18
17,137
2,0
18,299
5,1
10,5
13,17
10,4
16,79
10,4
8,2
13,17
1,0
6,1
9,2
12,10
10,4
6,1
16,80
9,3
16,81
7,1
16,83
9,2
9,3
13,19
15,50
11,7
4,0
3,0
15,51
16,97
15,55
3,1
3,0
16,111
15,66
13,23
18,458
6,0
6,1
3,0
10,5
7,1
3,0
15,72
14,41
14,42
2,1
16,137
17,259
17,261
12,16
13,29
17,271
15,84
3,0
10,7
6,1
5,0
16,158
5,1
12,21
12,21
15,89
17,282
8,3
17,285
5,1
18,522
15,93
5,1
8,3
15,94
14,52
8,2
10,7
5,1
13,31
5,1
17,291
17,291
10,7
15,100
8,3
9,4
8,2
18,552
5,1
12,20
16,176
14,64
6,1
16,181
11,13
18,568
14,67
15,111
11,15
16,188
3,1
8,4
14,69
4,1
2,0
5,1
2,0
16,192
4,1
5,1
11,16
2,1
7,2
6,1
12,27
12,26
14,69
15,115
16,193
18,598
8,3
7,2
9,6
17,338
9,6
18,604
6,2
13,43
8,4
3,0
6,2
7,2
16,200
9,7
2,0
4,1
6,2
5,1
5,1
1,0
17,343
16,202
9,6
4,1
7,2
12,27
17,347
3,0
12,27
7,2
15,122
10,11
4,0
4,1
9,6
11,17
14,75
13,45
12,27
13,45
8,4
11,17
17,361
11,16
8,4
16,211
12,29
17,370
5,1
18,650
13,48
15,132
5,1
17,377
17,376
12,29
7,2
4,1
12,29
4,1
8,4
14,79
12,30
10,11
6,2
15,134
